Language,Gloss,LexicalClass,SelectedFingers,Handshape,Location,Movement
ASL,football,Noun,imrp,57,neutral,BackAndForth
ASL,freeway,Noun,imrp,57,neutral,BackAndForth
ASL,germany,Name,imrp,57,neutral,None
ASL,glove,Noun,imrp,57,neutral,BackAndForth
ASL,piano,Noun,imrp,57,neutral,BackAndForth
ASL,push,Verb,imrp,57,neutral,Straight
ASL,scared,Adjective,imrp,57,neutral,BackAndForth
ASL,traffic,Noun,imrp,57,neutral,BackAndForth
ASL,tree,Noun,imrp,57,neutral,None
ASL,vomit,Verb,imrp,57,neutral,Curved
ASL,wait,Verb,imrp,57,neutral,None
ASL,want,Verb,imrp,57,neutral,Straight
ASL,wave,Noun,imrp,57,neutral,BackAndForth
ASL,well,Adverb,imrp,57,neutral,Curved
ASL,what_1,Minor,imrp,57,neutral,BackAndForth
ASL,whatever,Adverb,imrp,57,neutral,BackAndForth
ASL,summarize,Verb,imrp,57,neutral,Straight
ASL,machine,Noun,imrp,58,neutral,BackAndForth
ASL,rain,Noun,imrp,58,neutral,BackAndForth
ASL,department,Noun,mrp,62,neutral,Curved
ASL,divorce,Noun,i,62,neutral,Straight
ASL,download,Verb,mrp,62,neutral,Straight
ASL,no,Minor,im,63,neutral,None
ASL,blinds_2,Noun,imrp,65,neutral,Straight
ASL,box,Noun,imrp,65,neutral,Other
ASL,city,Noun,imrp,65,neutral,Straight
ASL,flag,Noun,imrp,65,neutral,BackAndForth
ASL,floor,Noun,imrp,65,neutral,BackAndForth
ASL,future,Noun,imrp,65,neutral,Curved
ASL,here,Adverb,imrp,65,neutral,Circular
ASL,morning,Noun,imrp,65,neutral,Straight
ASL,prayer,Noun,imrp,65,neutral,BackAndForth
ASL,room,Noun,imrp,65,neutral,Other
ASL,street,Noun,imrp,65,neutral,Straight
ASL,way,Noun,imrp,65,neutral,Straight
ASL,action,Noun,imrp,74,neutral,Circular
ASL,ball,Noun,imrp,74,neutral,BackAndForth
ASL,basketball,Noun,imrp,74,neutral,None
ASL,bowling,Noun,imrp,74,neutral,BackAndForth
ASL,breakdown,Verb,imrp,74,neutral,Other
ASL,cabinet,Noun,imrp,74,neutral,BackAndForth
ASL,chance,Noun,imrp,74,neutral,Curved
ASL,cloud,Noun,imrp,74,neutral,Circular
ASL,congratulations,Minor,imrp,74,neutral,BackAndForth
ASL,cross,Noun,imrp,74,neutral,Other
ASL,drawer,Noun,imrp,74,neutral,BackAndForth
ASL,get,Verb,imrp,74,neutral,Straight
ASL,hotdog,Noun,imrp,74,neutral,Straight
ASL,keyboard,Noun,imrp,74,neutral,None
ASL,lobster,Noun,imrp,74,neutral,None
ASL,magic,Noun,imrp,74,neutral,None
ASL,mean_1,Adjective,imrp,74,neutral,Straight
ASL,much,Minor,imrp,74,neutral,Curved
ASL,pile,Noun,imrp,74,neutral,Curved
ASL,salad,Noun,imrp,74,neutral,Circular
ASL,spider,Noun,imrp,74,neutral,Straight
ASL,wash_machine,Noun,imrp,74,neutral,None
ASL,invite,Verb,imrp,76,neutral,Curved
ASL,boat,Noun,imrp,76,neutral,BackAndForth
ASL,small,Adjective,imrp,76,neutral,BackAndForth
ASL,monday,Name,imr,81,neutral,Circular
ASL,math,Noun,imrp,88,neutral,BackAndForth
ASL,mcdonalds,Name,imrp,88,neutral,Curved
ASL,museum,Noun,imrp,88,neutral,Curved
ASL,channel,Noun,imrp,91,neutral,None
ASL,faucet,Noun,imrp,91,neutral,BackAndForth
ASL,castle,Noun,im,93,neutral,Straight
ASL,throw,Verb,im,94,neutral,Straight
ASL,bathroom,Noun,thumb,95,neutral,BackAndForth
ASL,bathroom,Noun,thumb,95,neutral,BackAndForth
ASL,thursday,Name,thumb,95,neutral,None
ASL,TV,Noun,thumb,95,neutral,None
ASL,neutral,Adjective,im,96,neutral,BackAndForth
ASL,north,Noun,im,96,neutral,Straight
ASL,basement,Noun,thumb,3,neutral,Circular
ASL,parachute,Verb,imrp,3,neutral,Straight
ASL,appear,Verb,i,7,neutral,Straight
ASL,disappear,Verb,i,7,neutral,Straight
ASL,drill,Noun,i,7,neutral,Straight
ASL,start,Verb,i,7,neutral,BackAndForth
ASL,pineapple,Noun,i,9,neutral,None
ASL,run,Verb,i,9,neutral,Straight
ASL,sandals,Noun,i,9,neutral,BackAndForth
ASL,stir,Verb,i,9,neutral,Circular
ASL,mechanic_1,Noun,im,28,neutral,None
ASL,mechanic_2,Noun,im,28,neutral,None
ASL,pop,Verb,i,42,neutral,BackAndForth
ASL,relationship,Noun,i,42,neutral,BackAndForth
ASL,tail,Noun,i,42,neutral,BackAndForth
ASL,violin,Noun,i,42,neutral,BackAndForth
ASL,trouble,Noun,imrp,48,neutral,Circular
ASL,worry,Verb,imrp,48,neutral,Circular
ASL,all,Minor,imrp,49,neutral,Circular
ASL,mirror,Noun,imrp,49,neutral,None
ASL,music,Noun,imrp,49,neutral,BackAndForth
ASL,psychologist,Noun,imrp,49,neutral,BackAndForth
ASL,sing,Verb,imrp,49,neutral,BackAndForth
ASL,front,Minor,imrp,49,neutral,BackAndForth
ASL,tall_2,Adjective,imrp,50,neutral,Curved
ASL,sun,Noun,imrp,51,neutral,Circular
ASL,let_know,Verb,imrp,51,neutral,Straight
ASL,shower,Noun,imrp,51,neutral,None
ASL,communication,Noun,imrp,54,neutral,BackAndForth
ASL,look_for,Verb,imrp,54,neutral,Circular
ASL,cloud,Noun,imrp,59,neutral,Circular
ASL,amazing,Adjective,imrp,74,neutral,BackAndForth
ASL,arm,Noun,imrp,74,neutral,Other
ASL,coconut,Noun,imrp,74,neutral,BackAndForth
ASL,corn_2,Noun,imrp,74,neutral,None
ASL,credit_card,Noun,imrp,1,neutral,BackAndForth
ASL,drown,Verb,imrp,1,neutral,Curved
ASL,eraser,Noun,imrp,1,neutral,BackAndForth
ASL,surgeon,Noun,thumb,3,neutral,Straight
ASL,turtle,Noun,thumb,3,neutral,None
ASL,iron,Noun,imrp,3,neutral,BackAndForth
ASL,help,Verb,imrp,4,neutral,BackAndForth
ASL,alarm,Noun,i,7,neutral,BackAndForth
ASL,cancellation,Noun,i,7,neutral,Other
ASL,forbid,Verb,i,7,neutral,BackAndForth
ASL,hour,Noun,i,7,neutral,Circular
ASL,lawyer,Noun,i,7,neutral,Curved
ASL,owe,Verb,i,7,neutral,BackAndForth
ASL,print,Noun,i,7,neutral,BackAndForth
ASL,show,Verb,i,7,neutral,Straight
ASL,tall_1,Adjective,i,7,neutral,Straight
ASL,week,Noun,i,7,neutral,Straight
ASL,what_2,Minor,i,7,neutral,Straight
ASL,worm,Noun,i,7,neutral,Straight
ASL,kill,Verb,i,7,neutral,Straight
ASL,deep,Adjective,i,7,neutral,Straight
ASL,demand,Noun,i,9,neutral,Straight
ASL,demand,Noun,i,9,neutral,Straight
ASL,hockey,Noun,i,9,neutral,Circular
ASL,key,Noun,i,9,neutral,None
ASL,metaphor,Noun,i,9,neutral,Curved
ASL,price,Noun,i,9,neutral,Straight
ASL,write,Verb,i,9,neutral,BackAndForth
ASL,medicine,Noun,m,13,neutral,BackAndForth
ASL,rude,Adjective,m,13,neutral,Straight
ASL,8_hour,Number,m,14,neutral,Circular
ASL,art,Noun,p,17,neutral,BackAndForth
ASL,draw,Verb,p,17,neutral,BackAndForth
ASL,jelly,Noun,p,17,neutral,None
ASL,paintbrush,Noun,im,19,neutral,BackAndForth
ASL,screwdriver,Noun,im,19,neutral,None
ASL,sushi,Noun,im,19,neutral,BackAndForth
ASL,university,Noun,im,19,neutral,Curved
ASL,research,Noun,im,23,neutral,Circular
ASL,graduate,Verb,i,26,neutral,Circular
ASL,newspaper,Noun,i,26,neutral,BackAndForth
ASL,jump,Verb,im,28,neutral,BackAndForth
ASL,lose,Verb,im,28,neutral,Straight
ASL,lose_game,Verb,im,28,neutral,Straight
ASL,mean_2,Verb,im,28,neutral,None
ASL,read,Verb,im,28,neutral,BackAndForth
ASL,dance,Noun,im,28,neutral,BackAndForth
ASL,dancer,Noun,im,28,neutral,BackAndForth
ASL,crawl,Verb,im,31,neutral,Straight
ASL,kneel,Verb,im,31,neutral,None
ASL,kitchen,Noun,im,33,neutral,Curved
ASL,impossible,Adjective,p,34,neutral,BackAndForth
ASL,new_york,Noun,p,34,neutral,BackAndForth
ASL,accountant,Noun,i,42,neutral,Circular
ASL,calendar,Noun,imrp,47,neutral,Other
ASL,paper,Noun,imrp,49,neutral,Circular
ASL,papercutter,Noun,imrp,49,neutral,Circular
ASL,pie,Noun,imrp,49,neutral,Other
ASL,sweep,Verb,imrp,49,neutral,Circular
ASL,college,Noun,imrp,49,neutral,Circular
ASL,cook,Verb,imrp,49,neutral,BackAndForth
ASL,cover_up,Verb,imrp,49,neutral,Straight
ASL,lesson,Noun,imrp,50,neutral,Curved
ASL,buy,Verb,imrp,51,neutral,Curved
ASL,coins,Noun,imrp,51,neutral,None
ASL,copy,Verb,imrp,51,neutral,Straight
ASL,expensive,Adjective,imrp,51,neutral,Other
ASL,learn,Verb,imrp,51,neutral,Straight
ASL,money,Noun,imrp,51,neutral,BackAndForth
ASL,shop_1,Verb,imrp,51,neutral,BackAndForth
ASL,shop_2,Noun,imrp,51,neutral,BackAndForth
ASL,student,Noun,imrp,51,neutral,Straight
ASL,grow,Verb,imrp,51,neutral,Straight
ASL,bottle,Noun,imrp,54,neutral,Straight
ASL,cake,Noun,imrp,54,neutral,Straight
ASL,cookie,Noun,imrp,54,neutral,None
ASL,cup,Noun,imrp,54,neutral,BackAndForth
ASL,center,Noun,imrp,57,neutral,BackAndForth
ASL,paint,Verb,imrp,57,neutral,BackAndForth
ASL,school,Noun,imrp,57,neutral,BackAndForth
ASL,weak,Adjective,imrp,57,neutral,BackAndForth
ASL,crocodile,Noun,imrp,59,neutral,BackAndForth
ASL,rake,Verb,imrp,59,neutral,Circular
ASL,birth,Noun,imrp,65,neutral,Curved
ASL,laptop,Noun,imrp,65,neutral,BackAndForth
ASL,stop,Verb,imrp,65,neutral,BackAndForth
ASL,earn,Verb,imrp,74,neutral,Curved
ASL,subtract,Verb,imrp,74,neutral,Straight
ASL,new,Adjective,imrp,76,neutral,Curved
ASL,soup,Noun,im,93,neutral,Circular
ASL,toast,Noun,im,93,neutral,Curved
ASL,lock,Noun,imrp,1,neutral,Circular
ASL,work,Verb,imrp,1,neutral,BackAndForth
ASL,set_up,Verb,thumb,3,neutral,Circular
ASL,rock,Noun,imrp,3,neutral,BackAndForth
ASL,clock,Noun,i,7,neutral,None
ASL,time,Noun,i,9,neutral,BackAndForth
ASL,earthquake,Noun,m,13,neutral,None
ASL,shiny,Adjective,m,13,neutral,BackAndForth
ASL,earth,Noun,m,15,neutral,BackAndForth
ASL,island,Noun,p,17,neutral,Circular
ASL,potato,Noun,im,31,neutral,BackAndForth
ASL,9_oclock,Number,i,42,neutral,None
ASL,warn,Verb,imrp,49,neutral,BackAndForth
ASL,night,Noun,imrp,50,neutral,BackAndForth
ASL,night,Noun,imrp,50,neutral,BackAndForth
ASL,counselor,Noun,imrp,51,neutral,BackAndForth
ASL,chocolate,Noun,imrp,54,neutral,Circular
ASL,church,Noun,imrp,54,neutral,BackAndForth
ASL,grapes,Noun,imrp,55,neutral,BackAndForth
ASL,call_attention,Verb,imrp,57,neutral,Curved
ASL,film,Verb,imrp,57,neutral,None
ASL,slow,Adjective,imrp,57,neutral,Straight
ASL,appointment,Noun,imrp,74,neutral,Circular
ASL,english,Noun,imrp,76,neutral,BackAndForth
ASL,bracelet,Noun,i,9,neutral,BackAndForth
ASL,wristwatch,Noun,i,42,neutral,BackAndForth
ASL,bored,Adjective,i,7,Nose,Straight
ASL,computer_mouse,Noun,i,7,Nose,BackAndForth
ASL,dont_mind,Verb,i,7,Nose,Curved
ASL,mouse,Noun,i,7,Nose,None
ASL,doll,Noun,i,9,Nose,BackAndForth
ASL,witch,Noun,i,9,Nose,Curved
ASL,rhino,Noun,p,17,Nose,BackAndForth
ASL,bug,Noun,im,20,Nose,None
ASL,rat,Noun,im,23,Nose,BackAndForth
ASL,greece,Name,i,26,Nose,BackAndForth
ASL,doubt,Verb,im,28,Nose,None
ASL,strict,Adjective,im,31,Nose,None
ASL,silly,Adjective,p,34,Nose,BackAndForth
ASL,snob,Noun,ip,35,Nose,Curved
ASL,fox,Noun,i,42,Nose,None
ASL,ignore,Verb,imrp,47,Nose,Curved
ASL,elephant,Noun,imrp,48,Nose,Other
ASL,flower,Noun,imrp,51,Nose,Curved
ASL,not_care,Minor,imrp,51,Nose,Curved
ASL,wolf,Noun,imrp,51,Nose,Curved
ASL,clown,Noun,imrp,91,Nose,None
ASL,back,Adverb,imrp,4,Shoulder,Straight
ASL,jacket,Noun,imrp,4,Shoulder,Curved
ASL,since,Minor,i,7,Shoulder,Curved
ASL,angel,Noun,imrp,49,Shoulder,None
ASL,fault,Noun,imrp,50,Shoulder,Curved
ASL,responsibility,Noun,imrp,50,Shoulder,BackAndForth
ASL,shoulder,Noun,imrp,50,Shoulder,BackAndForth
ASL,past,Minor,imrp,57,Shoulder,Curved
ASL,boss,Noun,imrp,76,Shoulder,BackAndForth
ASL,cold,Adjective,imrp,1,Torso,BackAndForth
ASL,monkey,Noun,imrp,74,Torso,None
ASL,pride,Noun,thumb,3,Torso,Straight
ASL,zipper,Noun,imrp,5,Torso,BackAndForth
ASL,stomach,Noun,imrp,50,Torso,BackAndForth
ASL,fine,Adjective,thumb,3,Torso,BackAndForth
ASL,fine,Adjective,thumb,3,Torso,BackAndForth
ASL,sorry,Adjective,thumb,3,Torso,Circular
ASL,my,Minor,imrp,49,Torso,Straight
ASL,please,Adverb,imrp,49,Torso,Circular
ASL,elegance,Noun,imrp,57,Torso,Circular
ASL,cough,Noun,imrp,1,Torso,Circular
ASL,myself,Minor,thumb,3,Torso,BackAndForth
ASL,bra,Noun,i,7,Torso,BackAndForth
ASL,me,Minor,i,7,Torso,Straight
ASL,necklace,Noun,i,7,Torso,Curved
ASL,feel,Verb,m,13,Torso,Circular
ASL,heart,Noun,m,13,Torso,Curved
ASL,interest,Noun,m,13,Torso,Straight
ASL,ego,Noun,p,17,Torso,Circular
ASL,tie,Noun,im,19,Torso,Curved
ASL,relax,Verb,imrp,48,Torso,BackAndForth
ASL,rest,Verb,imrp,48,Torso,None
ASL,enjoy,Verb,imrp,49,Torso,Circular
ASL,hungry,Adjective,imrp,54,Torso,Straight
ASL,wish,Noun,imrp,54,Torso,Straight
ASL,breathe,Verb,imrp,57,Torso,BackAndForth
ASL,snow,Noun,imrp,57,Torso,Straight
ASL,deodorant,Noun,imrp,1,UpperArm,BackAndForth
ASL,cocacola,Name,thumb,3,UpperArm,None
ASL,hospital,Noun,im,19,UpperArm,Other
ASL,patient_1,Noun,im,33,UpperArm,Other
ASL,power,Noun,imrp,91,UpperArm,BackAndForth
ASL,address,Noun,thumb,3,Waist,Curved
ASL,live,Verb,thumb,3,Waist,Straight
ASL,brag,Verb,p,5,Waist,BackAndForth
ASL,live,Verb,i,7,Waist,Curved
